,Ni
35991,"[35172, 35173, 35174, 35445, 35446, 35447, 35448, 35716, 35718, 35720, 35721, 35722, 35988, 35990, 35991, 35992, 35994, 36258, 36259, 36529, 36530, 36531, 36533, 36800, 36801, 36802]"
10112,"[9949, 9951, 9952, 9953, 10109, 10110, 10112, 10270, 10271, 10272, 10433, 10434, 10436, 10437, 10602, 10604]"
18257,"[17779, 18018, 18259, 18500, 18501, 18502, 18745, 18988]"
26613,"[26018, 26214, 26215, 26217, 26411, 26414, 26610, 26614, 26615, 26616, 26815, 27016, 27019, 27222]"
6695,"[6597, 6693]"
13404,"[12717, 12718, 12942, 12943, 12944, 12945, 12946, 13171, 13172, 13174, 13175, 13176, 13177, 13401, 13402, 13403, 13404, 13405, 13406, 13407, 13629, 13631, 13632, 13633, 13634, 13635, 13858, 13860, 13861, 13862, 14087, 14089]"
9954,"[9491, 9951, 9952, 9953, 10112, 10272, 10436, 10437]"
6393,"[6101, 6102, 6199, 6201, 6294, 6295, 6296, 6297, 6298, 6300, 6390, 6391, 6392, 6393, 6395, 6396, 6487, 6488, 6489, 6492, 6585, 6587, 6680, 6682]"
53455,"[52929, 53192, 53194, 53452, 53453, 53455, 53457, 53458, 53710, 53711, 53712, 53713, 53715, 53716, 53959, 54195]"
59562,"[59246, 59350, 59351, 59354, 59454, 59455, 59457, 59459, 59460, 59559, 59560, 59563, 59564, 59565, 59665, 59666, 59667, 59668, 59670, 59765, 59766, 59768, 59769, 59864, 59865, 59866]"
50333,"[49480, 49482, 50333, 50620, 50902]"
12552,[]
26746,"[26149, 26346, 26545, 26547, 26747]"
7566,"[7343, 7567, 7568, 7679, 7680, 7684, 7935]"
34524,"[33709, 34253, 34254, 34525, 34526, 34527, 34798, 35072]"
26745,"[26148, 26149, 26345, 26346, 26545, 26547, 26747]"
56221,"[55876, 56052, 56222, 56223]"
35719,"[34899, 34900, 34901, 35171, 35172, 35173, 35174, 35175, 35443, 35445, 35446, 35447, 35448, 35449, 35716, 35718, 35720, 35721, 35722, 35988, 35990, 35991, 35992, 35994, 36259, 36530, 36531]"
49766,"[49479, 49480, 49482, 49485, 50333]"
6492,"[6204, 6298, 6300, 6393, 6395, 6396, 6397, 6398, 6489, 6492, 6493, 6494, 6585, 6587, 6588, 6682, 6684, 6685, 6686, 6779]"
38020,[]
20726,"[19989, 19990, 19991, 20233, 20234, 20235, 20237, 20478, 20479, 20480, 20482, 20723, 20724, 20725, 20727, 20968, 20969, 20970, 20971, 20972, 21212, 21213, 21214, 21215, 21216, 21455, 21456, 21457]"
9808,"[9343, 9344, 9345, 9496, 9497, 9652, 9653, 9810, 9811, 9970, 9971, 10129, 10291]"
35446,"[34626, 34627, 34628, 34898, 34899, 34900, 34901, 35170, 35171, 35172, 35173, 35174, 35175, 35176, 35443, 35445, 35446, 35447, 35448, 35449, 35716, 35718, 35720, 35721, 35722, 35990, 35991, 35992]"
27168,"[26759, 26965, 27170, 27171]"
35847,"[35030, 35301, 35303, 35304, 35573, 35574, 35577, 35578, 35847, 35848, 35849, 36114, 36115, 36116, 36117, 36120, 36385, 36386, 36388, 36656, 36657, 36658]"
56554,[]
26747,"[26545, 26547, 26747]"
6203,"[6008, 6102, 6107, 6108, 6201, 6204, 6205, 6206, 6297, 6298, 6300, 6303, 6395, 6396, 6397, 6398, 6492, 6493]"
59370,"[59054, 59055, 59056, 59158, 59159, 59160, 59161, 59162, 59262, 59263, 59264, 59265, 59266, 59267, 59268, 59367, 59368, 59369, 59370, 59371, 59372, 59373, 59472, 59473, 59474, 59477, 59478, 59578, 59579, 59580, 59686]"
10442,[10789]
10443,[10789]
58610,"[58281, 58282, 58283, 58389, 58391, 58392, 58497, 58501, 58502, 58503, 58607, 58608, 58610, 58717, 58718, 58719, 58720, 58721, 58722, 58829, 58831, 58832, 58833, 58941, 58942, 58943]"
61290,[]
59386,"[59070, 59071, 59175, 59176, 59389]"
26930,"[26327, 26525, 26526, 26527, 26528, 26722, 26723, 26724, 26725, 26726, 26728, 26928, 26931, 26932, 26933, 27135, 27136, 27137, 27138, 27342, 27343, 27345, 27560]"
36806,"[35995, 35996, 35997, 36266, 36267, 36268, 36533, 36534, 36535, 36536, 36537, 36538, 36539, 36803, 36804, 36805, 36806, 36807, 36808, 36809, 37071, 37072, 37073, 37074, 37076, 37337, 37338, 37339, 37340, 37341, 37603, 37604, 37605]"
39300,"[38464, 38733, 38734, 38736, 39019, 39298, 39299, 39583, 39870, 40154, 40156]"
11288,[11489]
9048,"[8585, 8896, 9051, 9200, 9205]"
39615,"[38765, 38766, 38767, 39048, 39049, 39050, 39328, 39329, 39332, 39612, 39613, 39617, 39897, 39898, 39901, 39902, 40184, 40185, 40187, 40188, 40474, 40475, 40476]"
34235,"[34234, 34781, 34782, 35054]"
9650,"[9190, 9191, 9192, 9343, 9344, 9345, 9496, 9497, 9652, 9653, 9810, 9811, 9970, 10129]"
4449,"[4093, 4213, 4214, 4328, 4329, 4330, 4333, 4446, 4447, 4450, 4452, 4565, 4566, 4567, 4569, 4570, 4571, 4685, 4686, 4687, 4688, 4689, 4803, 4804, 4805]"
37993,"[37469, 37470, 37471, 37472, 37473, 37729, 37731, 37733, 37990, 37992, 37993, 37994, 37995, 37996, 38250, 38251, 38252, 38254, 38255, 38256, 38517, 38518]"
52931,"[52929, 53192, 53194, 53455, 53457, 53458, 53713, 53715]"
33182,"[32391, 32392, 32648, 32649, 32650, 32913, 32914, 32915, 32916, 33181, 33182, 33183, 33185, 33449, 33451, 33452, 33453, 33454, 33455, 33720, 33721, 33722, 33723, 33724, 33994]"
9801,[]
35877,"[35602, 35876, 36147, 36419]"
6202,"[6003, 6101, 6102, 6107, 6199, 6201, 6204, 6205, 6296, 6297, 6298, 6300, 6393, 6395, 6396, 6397, 6492]"
59264,"[58949, 58950, 58951, 59052, 59053, 59054, 59055, 59056, 59156, 59157, 59158, 59159, 59160, 59161, 59162, 59262, 59263, 59264, 59265, 59266, 59267, 59366, 59367, 59368, 59369, 59370, 59371, 59372, 59472, 59473, 59474, 59578, 59579, 59580]"
11220,"[10658, 10830, 10831, 10833, 11016, 11017, 11018, 11019, 11020, 11022, 11217, 11218, 11219, 11222, 11223, 11421, 11422, 11423, 11424, 11426, 11427, 11628, 11629, 11630, 11631, 11632, 11836, 11837, 11838]"
29179,[28955]
8109,"[7722, 7723, 7974, 8106]"
4264,"[3900, 4021, 4024, 4025, 4141, 4142, 4143, 4144, 4145, 4146, 4261, 4262, 4263, 4264, 4265, 4266, 4267, 4380, 4381, 4382, 4383, 4384, 4385, 4499, 4501, 4502, 4503, 4619, 4620, 4621]"
10211,"[9732, 9733, 9734, 9891, 9893, 10048, 10049, 10050, 10053, 10054, 10208, 10209, 10371, 10372, 10373, 10374, 10375, 10541, 10542, 10543, 10711, 10712, 10713]"
5372,"[5054, 5055, 5056, 5159, 5160, 5161, 5266, 5267, 5268, 5270, 5369, 5370, 5371, 5372, 5373, 5375, 5474, 5475, 5476, 5477, 5479, 5576, 5577, 5578, 5579, 5677, 5678, 5679]"
46964,"[46374, 46375, 46671, 46964, 46967, 47258, 47260, 47555, 47556]"
59369,"[59053, 59054, 59055, 59157, 59158, 59159, 59160, 59161, 59262, 59263, 59264, 59265, 59266, 59267, 59366, 59367, 59368, 59369, 59370, 59371, 59372, 59471, 59472, 59473, 59474, 59477, 59578, 59579, 59580, 59683]"
59265,"[58950, 58951, 58952, 59053, 59054, 59055, 59056, 59057, 59157, 59158, 59159, 59160, 59161, 59162, 59163, 59262, 59263, 59264, 59265, 59266, 59267, 59268, 59367, 59368, 59369, 59370, 59371, 59372, 59373, 59473, 59474, 59477, 59579, 59580]"
37439,"[36640, 36906, 36907, 36908, 37171, 37173, 37174, 37176, 37437, 37439, 37440, 37442, 37697, 37698, 37699, 37700, 37959, 37962, 38220, 38221, 38222]"
24453,"[23838, 24044, 24250, 24453, 24454, 24653, 24655, 24859, 25061]"
39899,"[39048, 39049, 39329, 39332, 39612, 39613, 39617, 39897, 39898, 39901, 39902, 40183, 40184, 40185, 40187, 40188, 40189, 40473, 40474, 40475, 40476, 40477, 40765]"
52604,"[52066, 52067, 52070, 52335, 52337, 52339, 52601, 52602, 52603, 52606, 52607, 52865, 52866, 52867, 52869, 52870, 52871, 53129, 53130, 53131, 53133, 53393, 53394]"
28279,[]
35850,"[35031, 35032, 35033, 35303, 35304, 35305, 35306, 35307, 35577, 35578, 35579, 35580, 35581, 35847, 35848, 35849, 35851, 35853, 36117, 36120, 36121, 36122, 36123, 36388, 36390, 36391, 36392, 36659, 36660, 36661]"
29176,[]
46635,[]
46339,[]
46044,[]
29390,"[28702, 28703, 28704, 28930, 28931, 28932, 29159, 29161, 29389, 29391, 29392, 29632, 29634, 29636, 29875, 29876, 29877, 29878, 29879, 30116, 30117, 30118]"
58183,"[57965, 58072, 58074, 58075, 58076, 58077, 58180, 58181, 58182, 58184, 58185, 58287, 58288, 58289, 58290, 58291, 58397, 58398, 58400, 58401, 58509]"
44289,"[43422, 43424, 43709, 43710, 43711, 43712, 43713, 43999, 44000, 44001, 44289, 44290, 44292, 44580, 44867, 44868, 44869, 45155, 45156]"
6681,"[6392, 6393, 6487, 6488, 6489, 6582, 6585, 6587, 6588, 6678, 6679, 6680, 6682, 6684, 6774, 6779, 6870, 6871, 6873, 6874, 6969]"
22461,"[21981, 22223]"
22701,"[23394, 23395]"
37438,"[36639, 36640, 36906, 36907, 36908, 37170, 37171, 37173, 37174, 37176, 37437, 37439, 37440, 37696, 37697, 37698, 37699, 37700, 37958, 37959, 37962, 38219, 38220, 38221]"
10408,"[10245, 10246, 10405, 10573, 10574, 10575, 10576, 10577, 10745, 10747, 10748, 10920, 10921, 10922]"
17017,"[16329, 16330, 16331, 16556, 16557, 16558, 16559, 16560, 16784, 16785, 16786, 16787, 16788, 16789, 17014, 17015, 17016, 17017, 17018, 17019, 17020, 17245, 17246, 17247, 17248, 17249, 17250, 17251, 17478, 17479, 17480, 17481, 17482, 17713, 17714, 17715]"
10927,"[10755, 10928, 11111, 11113, 11116, 11313, 11314, 11315, 11317, 11518, 11520]"
46953,"[46066, 46360, 46362, 46363, 46656, 46658, 46659, 46660, 46950, 46953, 46954, 46955, 46956, 47245, 47249, 47250, 47251, 47542, 47544, 47838, 47839]"
44304,"[44017, 44018, 44306, 44596, 44882, 44884, 45170]"
57422,"[57543, 57548, 57658, 57765, 57766]"
51458,"[51176, 51455, 51456]"
44290,"[43424, 43710, 43711, 43712, 43713, 43999, 44000, 44001, 44004, 44289, 44290, 44292, 44293, 44580, 44582, 44867, 44868, 44869, 45156, 45158]"
32565,"[31802, 32310, 32311, 32567, 32568, 32833, 33368]"
35870,"[35323, 35595, 35596, 35597, 35598, 35599, 35600, 35867, 35868, 35869, 35870, 35871, 36137, 36138, 36139, 36408, 36409, 36410, 36411, 36679, 36680, 36681]"
23539,"[22860, 22861, 23091, 23092, 23093, 23318, 23320, 23538, 23540, 23542, 23754, 23756, 23757, 23759, 23962, 23965, 23966]"
10084,"[9614, 10245, 10246, 10405, 10574, 10575, 10576]"
32315,"[31808, 31811, 31812, 32058, 32063, 32064, 32312, 32313, 32314, 32316, 32317, 32573, 32574, 32575, 32835, 32836, 32838]"
53712,"[52929, 53192, 53194, 53451, 53452, 53453, 53455, 53457, 53710, 53711, 53712, 53713, 53715, 53957, 53958, 53959, 54193, 54194, 54195, 54420]"
18739,[19474]
7122,"[6919, 6922, 7017, 7018, 7022, 7023, 7124, 7125, 7334, 7445]"
7020,"[6727, 6729, 6821, 6825, 6919, 6922, 6924, 7017, 7018, 7022, 7023, 7124, 7125, 7334]"
56616,"[56777, 56937, 57086]"
37202,"[36667, 36669, 36671, 36934, 36935, 36936, 36937, 36939, 37199, 37200, 37464, 37465, 37466, 37467, 37468, 37469, 37470, 37726, 37727, 37728, 37729, 37988, 37990]"
39900,"[39048, 39049, 39050, 39332, 39613, 39617, 39619, 39897, 39898, 39901, 39902, 39903, 40184, 40185, 40187, 40188, 40189, 40190, 40474, 40475, 40476, 40477, 40478, 40768]"
1558,"[1356, 1423, 1424, 1425, 1488, 1489, 1490, 1491, 1492, 1493, 1556, 1557, 1558, 1559, 1560, 1561, 1627, 1628, 1629, 1693, 1694, 1695, 1696, 1697, 1767, 1768, 1769]"
9139,"[8982, 9137, 9138, 9290, 9291, 9444]"
32318,"[31562, 31564, 31811, 31812, 31813, 31814, 31815, 32063, 32064, 32065, 32066, 32316, 32317, 32319, 32320, 32321, 32573, 32574, 32575, 32576, 32838, 32841, 33108, 33110]"
6465,"[6175, 6272, 6273, 6275, 6367, 6368, 6370, 6371, 6372, 6462, 6463, 6465, 6468, 6559, 6562, 6563, 6564, 6659]"
58422,"[58203, 58204, 58312, 58313]"
11019,"[10487, 10488, 10658, 10829, 10830, 10831, 10833, 10835, 11016, 11017, 11018, 11019, 11020, 11022, 11217, 11218, 11219, 11222, 11223, 11422, 11423, 11424, 11426, 11629, 11630, 11631]"
39920,"[39069, 39070, 39350, 39351, 39353, 39354, 39633, 39635, 39636, 39637, 39638, 39639, 39917, 39921, 39922, 39923, 40204, 40205, 40207, 40209, 40210, 40495, 40497, 40498, 40786, 40787]"
35646,"[34826, 34827, 34828, 35098, 35101, 35102, 35370, 35372, 35374, 35643, 35644, 35645, 35646, 35647, 35648, 35649, 35917, 35919, 35920, 35921, 36457]"
2234,[]
10247,"[10245, 10246, 10576, 10577, 10747, 10748]"
11017,"[10653, 10827, 10829, 10830, 10831, 10833, 11014, 11015, 11016, 11017, 11018, 11019, 11020, 11217, 11218, 11219, 11420, 11421, 11422, 11423, 11424, 11627, 11628, 11629]"
46023,"[45434, 45436, 45437, 45438, 45726, 45728, 45729, 45730, 46020, 46021, 46022, 46316, 46320, 46322, 46615, 46910]"
13173,"[12491, 12492, 12493, 12715, 12717, 12718, 12941, 12942, 12943, 12944, 12945, 12946, 13170, 13171, 13172, 13174, 13175, 13176, 13400, 13401, 13402, 13403, 13404, 13405, 13406, 13629, 13631, 13632, 13633, 13858, 13860]"
51191,"[50342, 50343, 50344, 50625, 50626, 50627, 50628, 50629, 50907, 50908, 50909, 50910, 50912, 50913, 51188, 51189, 51190, 51192, 51193, 51467, 51468, 51469, 51473, 51747, 51748, 51749, 51750, 52021, 52022]"
13700,"[13013, 13243, 13244, 13472, 13474, 13475, 13701, 13702, 13703]"
39120,"[38301, 38302, 38567, 38568, 38569, 38570, 38836, 38837, 38838, 38839, 38841, 39117, 39118, 39119, 39120, 39121, 39123, 39400, 39403, 39404, 39405, 39689, 39970, 39971]"
39614,"[38764, 38765, 38766, 39045, 39048, 39049, 39327, 39328, 39329, 39332, 39611, 39612, 39613, 39617, 39895, 39897, 39898, 39901, 40183, 40184, 40185, 40187, 40473, 40474, 40475]"
3604,"[3233, 3234, 3235, 3354, 3355, 3356, 3477, 3478, 3479, 3601, 3602, 3603, 3604, 3730, 3852, 3853, 3972, 3974]"
10372,"[9888, 10047, 10048, 10049, 10050, 10206, 10207, 10208, 10209, 10369, 10370, 10371, 10372, 10373, 10374, 10375, 10537, 10541, 10542, 10543, 10711, 10712, 10884, 10885]"
52929,"[52128, 52662, 52663, 52926, 52929, 53189, 53192, 53194, 53452, 53453, 53455, 53711, 53712, 53713]"
9888,"[9423, 9424, 9425, 9575, 9576, 9577, 9727, 9730, 9731, 9732, 9733, 9886, 9887, 9888, 9891, 10047, 10048, 10049, 10050, 10206, 10207, 10208, 10209, 10370, 10371, 10372]"
53193,"[52929, 53192, 53194, 53452, 53453, 53455, 53457, 53458, 53711, 53712, 53713, 53715]"
58720,"[58391, 58392, 58501, 58502, 58607, 58608, 58610, 58717, 58718, 58719, 58720, 58721, 58722, 58828, 58829, 58831, 58832, 58833, 58940, 58941, 58942, 58943, 58944, 59045, 59046, 59047]"
37422,"[36623, 36624, 36625, 37157, 37684, 37943, 37944, 37945, 37946, 38204, 38205]"
35722,"[34903, 34904, 35174, 35175, 35176, 35177, 35178, 35446, 35447, 35448, 35449, 35450, 35451, 35452, 35720, 35721, 35722, 35723, 35724, 35991, 35992, 35994, 35995, 35996, 35997, 36266, 36533, 36534, 36535]"
9612,[9614]
35048,"[34500, 34504, 34772, 34773, 34774, 35045, 35046, 35047, 35048, 35049, 35050, 35318, 35319, 35320, 35321, 35322, 35323, 35592, 35593, 35594, 35595, 35596, 35865, 35867]"
1356,"[1356, 1359, 1423, 1424, 1425, 1426, 1488, 1489, 1490, 1491, 1492, 1557, 1558, 1559]"
44578,"[43710, 43711, 43712, 43999, 44000, 44001, 44289, 44290, 44292, 44580, 44867, 44868, 44869, 45154, 45155, 45156, 45158, 45445, 45446]"
6395,"[6201, 6204, 6296, 6297, 6298, 6300, 6392, 6393, 6395, 6396, 6397, 6398, 6488, 6489, 6492, 6493, 6494, 6585, 6587, 6588, 6682, 6684]"
11377,"[11170, 11171, 11176, 11375, 11377, 11378, 11379, 11380, 11581, 11582, 11586, 11788]"
15536,"[14865, 14866, 15090, 15091, 15312, 15314, 15317, 15533, 15534, 15536, 15539, 15755, 15757, 15758, 15977, 15980, 16198]"
15537,"[14866, 15090, 15091, 15094, 15312, 15314, 15317, 15534, 15536, 15539, 15755, 15757, 15758, 15761, 15977, 15980, 15981]"
29617,"[28915, 29139, 29140, 29141, 29143, 29370, 29371, 29372, 29373, 29374, 29375, 29376, 29615, 29616, 29617, 29619, 29620, 29858, 29859, 29860, 29861, 29862, 29863, 30098, 30099]"
4863,"[4509, 4625, 4626, 4628, 4629, 4743, 4744, 4745, 4746, 4747, 4748, 4749, 4860, 4861, 4862, 4863, 4864, 4866, 4968, 4969, 4971, 4972, 4974, 5076, 5077, 5078, 5080, 5183, 5185]"
59282,"[59070, 59071, 59175, 59176, 59389]"
1288,"[1079, 1356, 1359, 1423, 1424, 1425, 1489, 1490, 1491]"
61095,[61097]
33946,"[33134, 33135, 33405, 34218, 34220, 34489, 34490, 34492, 34763, 34764, 34765]"
37168,"[36364, 36637, 36904, 37169, 37170, 37171, 37695, 37696, 37955, 37956]"
47845,"[47253, 47548, 47549, 47550, 47843, 47844, 47845, 47846, 48129, 48130, 48131, 48133, 48134, 48135, 48415, 48416, 48418, 48697, 48698, 48699]"
47846,"[47258, 47548, 47549, 47550, 47843, 47844, 47845, 47846, 48130, 48131, 48133, 48134, 48135, 48415, 48416, 48418, 48419, 48698, 48699, 48700]"
32649,"[31886, 31888, 32136, 32137, 32140, 32391, 32392, 32393, 32394, 32648, 32649, 32650, 32651, 32913, 32914, 32915, 32916, 33181, 33182, 33183, 33185, 33452, 33453, 33454]"
36138,"[35322, 35323, 35594, 35595, 35596, 35597, 35598, 35865, 35867, 35868, 35869, 35870, 35871, 36135, 36136, 36137, 36138, 36139, 36405, 36406, 36407, 36408, 36409, 36410, 36411, 36676, 36677, 36678, 36679, 36680, 36946]"
35445,"[34625, 34626, 34627, 34897, 34898, 34899, 34900, 34901, 35169, 35170, 35171, 35172, 35173, 35174, 35175, 35442, 35443, 35445, 35446, 35447, 35448, 35715, 35716, 35718, 35720, 35721, 35988, 35990, 35991, 35992, 36259]"
7977,"[7606, 7608, 7722, 7723, 7725, 7845, 7974, 8106]"
41687,"[41104, 41395, 41396, 41688, 41690, 41979, 41980, 41981, 41982, 42272, 42273, 42566, 42567]"
55929,"[56272, 56442, 56444]"
18984,"[19232, 19474, 19721, 19722, 19723]"
39330,"[38494, 38495, 38496, 38763, 38764, 38765, 38766, 38767, 39044, 39045, 39048, 39049, 39050, 39327, 39328, 39329, 39332, 39611, 39612, 39613, 39617, 39897, 39898, 40184, 40185]"
33894,"[33083, 33621, 34163]"
11302,"[10740, 10914, 11100, 11101, 11102, 11103, 11304, 11305, 11503, 11505, 11507, 11508, 11509, 11710, 11711, 11712, 11714, 11919, 11920]"
5000,"[4655, 4657, 4773, 4892, 4999]"
42861,"[42272, 42566, 42567, 42863, 42864, 43155, 43156, 43157, 43441, 43442, 43443, 43729, 43730]"
9138,"[8982, 9137, 9138, 9289, 9290, 9291, 9443, 9444, 9597]"
46032,"[45154, 45155, 45156, 45443, 45444, 45445, 45446, 45735, 45736, 45737, 45738, 46029, 46030, 46033, 46326, 46327, 46328, 46622]"
46329,"[45445, 45446, 45737, 45738, 46030, 46033, 46326, 46327, 46328, 46622, 47214]"
45169,"[44882, 45169, 45170]"
7001,"[7210, 7315, 7316]"
7103,"[7210, 7315, 7316, 7318, 7427, 7428]"
12560,[13013]
36381,"[35568, 35570, 35842, 35843, 36111, 36113, 36114, 36379, 36381, 36383, 36384, 36648, 36649, 36651, 36652, 36653, 36654, 36917, 36920]"
46067,"[45189, 45478, 45479, 45772, 46066, 46070, 46360, 46362, 46363, 46658, 46659, 46660, 46953, 46954, 46955]"
6466,"[6178, 6272, 6273, 6275, 6276, 6367, 6368, 6370, 6371, 6372, 6373, 6463, 6465, 6468, 6469, 6559, 6562, 6563, 6564, 6565, 6659, 6755]"
25272,"[24667, 25070, 25075, 25470]"
37702,"[37174, 37176, 37439, 37440, 37442, 37444, 37699, 37700, 37962, 37964, 37965, 37966, 38221, 38222, 38223, 38224, 38225]"
9764,[9614]
1939,"[1712, 1783, 1784, 1785, 1787, 1860, 1861, 1862, 1863, 1864, 1936, 1937, 1938, 1939, 1940, 2015, 2016, 2018, 2096, 2186]"
3270,"[3146, 3149, 3150, 3269, 3273, 3393, 3394, 3515, 3640, 3641]"
1490,"[1356, 1423, 1424, 1425, 1426, 1488, 1489, 1490, 1491, 1492, 1493, 1556, 1557, 1558, 1559, 1560, 1561, 1627, 1628, 1694, 1695, 1696]"
23963,"[23538, 23540, 23754, 23756, 23757, 23962, 23965, 23966, 24164, 24165, 24166, 24368, 24371]"
15763,"[15096, 15097, 15319, 15320, 15322, 15539, 15541, 15542, 15543, 15544, 15545, 15761, 15765, 15766, 15981, 15982, 15987, 16203, 16204, 16205, 16206, 16207, 16428, 16429, 16430]"
10602,"[10110, 10112, 10270, 10271, 10272, 10433, 10434, 10436, 10437, 10601, 10602, 10604, 10605, 10772, 10773, 10774, 10775]"
35373,"[34554, 34826, 34827, 34828, 35097, 35098, 35101, 35102, 35103, 35370, 35372, 35374, 35643, 35644, 35645, 35646, 35647, 35648, 35649, 35917, 35919, 35920]"
40193,"[39338, 39339, 39620, 39622, 39623, 39624, 39903, 39904, 39907, 39909, 40190, 40194, 40195, 40480, 40482, 40484, 40771, 41064, 41065]"
49279,"[48433, 48434, 48714, 48715, 48716, 48718, 48997, 49279, 50130]"
39294,"[38458, 38459, 38460, 38729, 38731, 39009, 39862, 39863, 40148, 40149]"
6489,"[6199, 6201, 6295, 6296, 6297, 6298, 6390, 6391, 6392, 6393, 6395, 6396, 6487, 6488, 6489, 6492, 6582, 6585, 6587, 6588, 6679, 6680, 6682]"
38025,"[37505, 37766, 37767, 38027, 38028, 38288]"
29851,"[29133, 29364, 30332, 30574]"
35657,"[34837, 34838, 34839, 35109, 35110, 35111, 35112, 35381, 35382, 35383, 35384, 35385, 35386, 35387, 35654, 35657, 35658, 35659, 35660, 35926, 35928, 35929, 35930, 35931, 35932, 36197, 36198, 36201, 36468, 36469]"
9924,"[9614, 10245, 10246]"
1387,[]
8112,[7725]
31370,"[30640, 30641, 30642, 30881, 30882, 30884, 30885, 31122, 31124, 31128, 31367, 31368, 31373, 31620, 31865, 31866, 31867, 31869]"
4865,"[4509, 4510, 4628, 4629, 4745, 4746, 4747, 4748, 4749, 4862, 4863, 4864, 4866, 4971, 4972, 4974, 4975, 4976, 5078, 5080, 5082, 5185, 5186, 5187]"
59074,"[59071, 59176, 59389]"
25333,"[24731, 24732, 24932, 24933, 24934, 25131, 25132, 25133, 25134, 25135, 25136, 25137, 25330, 25331, 25332, 25334, 25335, 25336, 25531, 25532, 25534, 25728, 25729, 25732, 25927]"
14811,"[14354, 14582, 14583, 14584, 14587, 14808, 14809, 15033, 15034, 15260, 15261, 15482]"
10837,"[10490, 10492, 10493, 10661, 10662, 10663, 10664, 10665, 10835, 10837, 10838, 10839, 11022, 11023, 11024, 11025, 11026, 11027, 11223, 11227, 11428, 11429]"
39630,"[38780, 38781, 38782, 39061, 39062, 39063, 39345, 39347, 39348, 39631, 39632, 39633, 39913, 39914, 39915, 39916, 39917, 40199, 40201, 40203, 40489, 40490, 40491]"
22609,"[21886, 21887, 21888, 22126, 22128, 22129, 22130, 22366, 22367, 22369, 22370, 22371, 22606, 22607, 22608, 22843, 22844, 22845, 23075, 23076]"
16244,"[15580, 15582, 15800, 15804, 16020, 16021, 16022, 16024, 16025, 16026, 16241, 16242, 16244, 16246, 16465, 16467, 16468, 16471, 16695, 16696, 16697, 16924]"
35577,"[34757, 34758, 34759, 35030, 35031, 35032, 35033, 35301, 35303, 35304, 35305, 35306, 35307, 35574, 35577, 35578, 35579, 35580, 35847, 35848, 35849, 35851, 36117, 36120, 36121, 36388, 36390]"
53629,"[52846, 53372, 53374]"
13672,"[12983, 12984, 12985, 13212, 13216, 13441, 13442, 13444, 13669, 13670, 13897, 13898, 13899]"
10786,"[10789, 11176, 11377, 11378, 11379]"
39865,"[39298, 39299, 39583, 39862, 39863, 40149, 40154, 40443, 40731, 40733]"
37735,"[36942, 37208, 37209, 37210, 37211, 37471, 37472, 37473, 37475, 37476, 37477, 37733, 37737, 37738, 37993, 37994, 37995, 37996, 37997, 38254, 38255, 38256, 38257, 38258, 38522]"
40244,"[39672, 39955, 39956, 40242, 40243, 40531, 40532, 40533, 40822, 40823, 41115, 41117]"
24723,"[24114, 24115, 24116, 24316, 24319, 24320, 24518, 24519, 24520, 24522, 24524, 24720, 24721, 24722, 24724, 24725, 24726, 24923, 24924, 24925, 24926, 24927, 24928, 25123, 25124, 25125, 25126, 25127, 25323, 25324, 25325]"
56331,"[55810, 55986, 56328]"
25123,"[24518, 24519, 24520, 24720, 24721, 24722, 24921, 24923, 24924, 24925, 24926, 25120, 25121, 25122, 25123, 25124, 25125, 25126, 25319, 25320, 25321, 25322, 25323, 25324, 25325, 25519, 25520, 25521, 25522, 25523, 25719, 25720]"
24924,"[24316, 24518, 24519, 24520, 24522, 24720, 24721, 24722, 24724, 24725, 24921, 24923, 24924, 24925, 24926, 24927, 25121, 25122, 25123, 25124, 25125, 25126, 25127, 25321, 25322, 25323, 25324, 25325, 25521, 25522, 25523]"
16395,"[16625, 16853, 17083]"
56222,"[55876, 55879, 56052, 56222, 56223]"
9491,"[9185, 9186, 9338, 9339, 9491, 9493]"
39095,[]
39094,[]
7808,"[7567, 7568, 7680, 7684, 7935, 8067, 8069, 8070, 8204]"
35827,"[35280, 35283, 35284, 35554, 35555, 35556, 35558, 35826, 35827, 35828, 35829, 35830, 36094, 36095, 36096, 36097, 36099, 36100, 36637, 36638]"
26809,"[26213, 26214, 26409, 26410, 26411, 26607, 26608, 26609, 26610, 26806, 26808, 27013, 27014, 27016, 27222, 27427, 27429]"
4382,"[4021, 4141, 4142, 4143, 4144, 4145, 4260, 4261, 4262, 4263, 4264, 4265, 4266, 4379, 4380, 4381, 4382, 4383, 4384, 4385, 4497, 4498, 4499, 4501, 4502, 4503, 4617, 4618, 4619, 4620, 4621, 4737, 4738, 4739]"
41439,"[40564, 40565, 40853, 40857, 41144, 41145, 41146, 41147, 41436, 41438, 41439, 41729, 41730, 41731, 41732, 42021, 42022, 42023, 42024]"
38042,"[37254, 37255, 37256, 37518, 37519, 37520, 37521, 37778, 37779, 37780, 37781, 37782, 37783, 37784, 38039, 38040, 38041, 38042, 38043, 38044, 38045, 38299, 38300, 38301, 38302, 38304, 38305, 38567, 38568, 38569, 38570, 38837, 38838, 38839]"
40727,"[40148, 40149, 40436]"
35881,[36419]
28933,"[28476, 28702, 28703, 28704, 28706, 28708, 28930, 28931, 28932, 29159, 29161, 29391, 29392, 29636]"
